,entity,CIK,Full_CIK,ticker
405,GILDAN ACTIVEWEAR INC.,1061894,CIK0001061894,GIL
406,PACIFIC FINANCIAL CORP,1093728,CIK0001093728,PFLC
407,ConvexityShares Trust,0001817218,CIK0001817218,SPKY
408,U S PHYSICAL THERAPY INC /NV,885978,CIK0000885978,USPH
409,DISCOVERY ENERGY CORP.,1435387,CIK0001435387,DENR
410,CHROMADEX CORPORATION,1386570,CIK0001386570,CDXC
411,"INNOVATIVE SOLUTIONS AND SUPPORT, INC.",836690,CIK0000836690,ISSC
412,"SANGAMO THERAPEUTICS, INC.",1001233,CIK0001001233,SGMO
413,ACE GLOBAL BUSINESS ACQUISITION LIMITED,1844389,CIK0001844389,ACBAW
414,Aptorum Group Limited,1734005,CIK0001734005,APM
415,"H&R Block, Inc.",12659,CIK0000012659,HRB
416,"ALLOVIR, INC.",1754068,CIK0001754068,ALVR
417,FGI Industries Ltd.,0001864943,CIK0001864943,FGIWW
418,"Blueknight Energy Partners, L.P.",1392091,CIK0001392091,BKEP
419,"Mayville Engineering Company, Inc.",1766368,CIK0001766368,MEC
420,"Codere Online Luxembourg, S.A.",0001866782,CIK0001866782,CDROW
421,"Everything Blockchain, Inc.",1730869,CIK0001730869,OBTX
422,"MANHATTAN BRIDGE CAPITAL, INC.",1080340,CIK0001080340,LOAN
423,UPWORK INC.,1627475,CIK0001627475,UPWK
424,"XOS, INC.",1819493,CIK0001819493,XOSWW
425,"Tigo Energy, Inc.",1855447,CIK0001855447,ROCG
426,"SEER, INC.",1726445,CIK0001726445,SEER
427,"Surmodics, Inc.",924717,CIK0000924717,SRDX
428,"CompoSecure, Inc.",1823144,CIK0001823144,CMPOW
429,XALLES HOLDINGS INC.,1581220,CIK0001581220,XALL
430,Iconic Sports Acquisition Corp.,1858351,CIK0001858351,ICNC
431,First Advantage Corporation,1210677,CIK0001210677,FA
432,NexGen Energy Ltd,1698535,CIK0001698535,NXE
433,"SUNDANCE STRATEGIES, INC.",1171838,CIK0001171838,SUND
434,"Entertainment Holdings, Inc./OK",1875746,CIK0001875746,XRXH
435,Pyxis Tankers Inc.,1640043,CIK0001640043,PXSAW
436,"HENRY SCHEIN, INC.",1000228,CIK0001000228,HSIC
437,"NETPAY INTERNATIONAL, INC.",1689490,CIK0001689490,NTPY
438,JIYA ACQUISITION CORP.,1824119,CIK0001824119,JYAC
439,"Corsair Gaming, Inc.",1743759,CIK0001743759,CRSR
440,ProQR Therapeutics N.V.,1612940,CIK0001612940,PRQR
441,Sanofi,1121404,CIK0001121404,SNYNF
442,"AVIS BUDGET GROUP, INC.",723612,CIK0000723612,CAR
443,Sprott Inc.,1512920,CIK0001512920,SII
444,"Statera Biopharma, Inc (fka Cytocom Inc)",1318641,CIK0001318641,STAB
445,"First Watch Restaurant Group, Inc.",1789940,CIK0001789940,FWRG
446,"MILLER INDUSTRIES, INC.",924822,CIK0000924822,MLR
447,BOS BETTER ONLINE SOLUTIONS LTD,1005516,CIK0001005516,BOSC
448,MARKEL GROUP INC.,1096343,CIK0001096343,MKL
449,NCR VOYIX CORPORATION,70866,CIK0000070866,NCR
450,"W.W. Grainger, Inc.",277135,CIK0000277135,GWW
451,DTE Energy Co,936340,CIK0000936340,DTP
452,BIONDVAX PHARMACEUTICALS LTD.,1611747,CIK0001611747,BVXV
453,"Leafly Holdings, Inc. /DE",1785592,CIK0001785592,LFLYW
454,"Intapp, Inc.",1565687,CIK0001565687,INTA
455,Innate Pharma SA,1598599,CIK0001598599,IPHYF
456,CNX Resources Corporation,1070412,CIK0001070412,CNX
457,Brooge Energy Ltd,1774983,CIK0001774983,BROGW
458,EQUINOX GOLD CORP.,1756607,CIK0001756607,EQX
459,"8x8, INC.",1023731,CIK0001023731,EGHT
460,Music Acquisition Corp,1835236,CIK0001835236,TMAC
461,"WASTE CONNECTIONS, INC.",1318220,CIK0001318220,WCN
462,Payoneer Global Inc.,1845815,CIK0001845815,PAYOW
463,HANCOCK WHITNEY CORPORATION,750577,CIK0000750577,HWCPZ
464,"LIFETIME BRANDS, INC.",874396,CIK0000874396,LCUT
465,EASTMAN KODAK CO,31235,CIK0000031235,KODK
466,MAN AHL DIVERSIFIED I LP,1052354,CIK0001052354,MADL
467,INTERNATIONAL GAME TECHNOLOGY PLC,1619762,CIK0001619762,IGT
468,"Tivic Health Systems, Inc.",0001787740,CIK0001787740,TIVC
469,MeiraGTx Holdings plc,1735438,CIK0001735438,MGTX
470,ZURA BIO LIMITED,1855644,CIK0001855644,JATT
471,CELCUITY INC.,1603454,CIK0001603454,CELC
472,GOLDRICH MINING COMPANY,59860,CIK0000059860,GRMC
473,AGRIFORCE GROWING SYSTEMS LTD.,1826397,CIK0001826397,AGRIW
474,Navient Corporation,1593538,CIK0001593538,JSM
475,"Vintage Wine Estates, Inc.",1834045,CIK0001834045,VWEWW
476,"POWER SOLUTIONS INTERNATIONAL, INC.",1137091,CIK0001137091,PSIX
477,3M COMPANY,66740,CIK0000066740,MMM
478,"NEXIMMUNE, INC.",1538210,CIK0001538210,NEXI
479,HUDSON TECHNOLOGIES INC /NY,925528,CIK0000925528,HDSN
480,"IDACORP, Inc.",1057877,CIK0001057877,IDA
481,"John Marshall Bancorp, Inc.",0001710482,CIK0001710482,JMSB
482,CONNEXIONONE CORP.,0001182731,CIK0001182731,AFTC
483,New Fortress Energy Inc.,1749723,CIK0001749723,NFE
484,Snoogoo Corp,1387998,CIK0001387998,SGOO
485,Tiziana Life Sciences Ltd,1723069,CIK0001723069,TLSA
486,"WEC ENERGY GROUP, INC.",783325,CIK0000783325,WEC
487,"OLEMA PHARMACEUTICALS, INC.",1750284,CIK0001750284,OLMA
488,VERANO HOLDINGS CORP.,0001848416,CIK0001848416,VRNOF
489,"B&G FOODS, INC.",1278027,CIK0001278027,BGS
490,"Surrozen, Inc./DE",1824893,CIK0001824893,SRZNW
491,SK TELECOM CO LTD,1015650,CIK0001015650,SKM
492,Futu Holdings Ltd,1754581,CIK0001754581,FUTU
493,ACHARI VENTURES HOLDINGS CORP. I,1844507,CIK0001844507,AVHI
494,"2seventy bio, Inc.",1860782,CIK0001860782,TSVT
495,SANGOMA TECHNOLOGIES CORP,0001753368,CIK0001753368,SANG
496,"MEDICINOVA, INC.",1226616,CIK0001226616,MNOV
497,VECTOIQ ACQUISITION CORP. II,1823884,CIK0001823884,VTIQW
498,"NYIAX, Inc.",0001679379,CIK0001679379,NYX
499,IX ACQUISITION CORP.,1852019,CIK0001852019,IXAQW
500,Motorsport Games Inc.,1821175,CIK0001821175,MSGM
501,HCW Biologics Inc.,1828673,CIK0001828673,HCWB
502,"Gaming Technologies, Inc.",1816906,CIK0001816906,GMGT
503,"WOLFSPEED, INC.",895419,CIK0000895419,WOLF
504,"XOMETRY, INC.",1657573,CIK0001657573,XMTR
505,"MESO NUMISMATICS, INC.",1760026,CIK0001760026,MSSV
506,VERONI BRANDS CORP.,1693690,CIK0001693690,VONI
507,"Diamondback Energy, Inc.",1539838,CIK0001539838,FANG
508,"WeCapital Holdings, Inc.",1880249,CIK0001880249,PSGI
509,SEQLL INC.,1605888,CIK0001605888,SQLLW
510,Shaw Communications Inc.,932872,CIK0000932872,SJRWF
511,"Life Clips, Inc.",1604930,CIK0001604930,LCLP
512,PINE TECHNOLOGY ACQUISITION CORP.,1838238,CIK0001838238,PTOCW
513,"Global Business Travel Group, Inc.",1820872,CIK0001820872,GBTG
514,Recharge Acquisition Corp.,1817786,CIK0001817786,RCHGW
515,SAPIENS INTERNATIONAL CORP N V,885740,CIK0000885740,SPNS
516,MOUNTAIN CREST ACQUISITION CORP. III,1853775,CIK0001853775,MCAER
517,"UNITED BANCORP, INC",731653,CIK0000731653,UBCP
518,KEMIAO GARMENT HOLDING GROUP,1471302,CIK0001471302,AIVI
519,"CROSSFIRST BANKSHARES, INC.",1458412,CIK0001458412,CFB
520,ACRES COMMERCIAL REALTY CORP.,1332551,CIK0001332551,ACR
521,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,1533357,CIK0001533357,DTII
522,ATLANTIC AMERICAN CORP,8177,CIK0000008177,AAME
523,,0001563696,CIK0001563696,ETX
524,"Ooma, Inc.",1327688,CIK0001327688,OOMA
525,"ENTEST GROUP, INC.",1449447,CIK0001449447,ETNI
526,Marathon Petroleum Corporation,1510295,CIK0001510295,MPC
527,"VISHAY PRECISION GROUP, INC.",1487952,CIK0001487952,VPG
528,SILVERCORP METALS INC,1340677,CIK0001340677,SVM
529,Stagwell Inc,876883,CIK0000876883,STGW
530,GREEN VISION BIOTECHNOLOGY CORP.,1571804,CIK0001571804,GVBT
531,GERDAU S.A.,1073404,CIK0001073404,GGB
532,KANZHUN LIMITED,0001842827,CIK0001842827,BZ
533,ARGAN INC,100591,CIK0000100591,AGX
534,DLH HOLDINGS CORP.,785557,CIK0000785557,DLHC
535,Avient Corporation,1122976,CIK0001122976,AVNT
536,"MARIZYME, INC.",1413754,CIK0001413754,MRZM
537,CERAGON NETWORKS LTD.,1119769,CIK0001119769,CRNT
538,"IMPAC MORTGAGE HOLDINGS, INC.",1000298,CIK0001000298,IMPHO
539,Imperial Petroleum Inc./Marshall Islands,0001876581,CIK0001876581,IMPPP
540,BLACKROCK CAPITAL INVESTMENT CORPORATION,0001326003,CIK0001326003,BKCC
541,"DISC MEDICINE, INC.",1816736,CIK0001816736,GMTX
542,VISION MARINE TECHNOLOGIES INC.,1813783,CIK0001813783,VMAR
543,"HUTTIG BUILDING PRODUCTS, INC.",1093082,CIK0001093082,HBP
544,NextPlay Technologies Inc.,1372183,CIK0001372183,NXTP
545,Hubilu Venture Corporation,1639068,CIK0001639068,HBUV
546,NEVRO CORP.,1444380,CIK0001444380,NVRO
547,"CASI PHARMACEUTICALS, INC.",895051,CIK0000895051,CASI
548,FedEx Corporation,1048911,CIK0001048911,FDX
549,MDJM LTD,1741534,CIK0001741534,MDJH
550,AKUMIN INC.,1776197,CIK0001776197,AKU
551,"MercadoLibre, Inc.",1099590,CIK0001099590,MELI
552,North American Construction Group Ltd.,1368519,CIK0001368519,NOA
553,scPharmaceuticals Inc.,1604950,CIK0001604950,SCPH
554,"ADVANCED DRAINAGE SYSTEMS, INC.",1604028,CIK0001604028,WMS
555,Lordstown Motors Corp.,1759546,CIK0001759546,RIDE
556,"Berkshire Grey, Inc.",1824734,CIK0001824734,BGRYW
557,"FLANIGAN’S ENTERPRISES, INC.",12040,CIK0000012040,BDL
558,"POPULAR, INC.",763901,CIK0000763901,BPOPM
559,NERDY INC.,1819404,CIK0001819404,NRDY
560,ORGANIGRAM HOLDINGS INC.,1620737,CIK0001620737,OGI
561,INDEPENDENT BANK CORPORATION,39311,CIK0000039311,IBCP
562,"NEWTEKONE, INC.",1587987,CIK0001587987,NEWTZ
563,"CEDAR FAIR, L.P.",811532,CIK0000811532,FUN
564,NexPoint Diversified Real Estate Trust,0001356115,CIK0001356115,NXDT
565,FLOWSERVE CORP,30625,CIK0000030625,FLS
566,"GULF RESOURCES, INC.",885462,CIK0000885462,GURE
567,GENUINE PARTS CO,40987,CIK0000040987,GPC
568,Valneva SE,0001836564,CIK0001836564,VALN
569,Great Lakes Dredge & Dock Corporation,1372020,CIK0001372020,GLDD
570,ALPINE AUTO BROKERS INC.,1642365,CIK0001642365,ALTB
571,"NEUROPACE, INC.",1528287,CIK0001528287,NPCE
572,VirnetX Holding Corp,1082324,CIK0001082324,VHC
573,"DESKTOP METAL, INC.",1754820,CIK0001754820,DM
574,GENESIS GROWTH TECH ACQUISITION CORP.,0001865697,CIK0001865697,GGAAW
575,"TTEC Holdings, Inc.",1013880,CIK0001013880,TTEC
576,"Asana, Inc.",1477720,CIK0001477720,ASAN
577,Sentage Holdings Inc.,0001810467,CIK0001810467,SNTG
578,BOXLIGHT CORPORATION,1624512,CIK0001624512,BOXL
579,,0000835333,CIK0000835333,OIA
580,Longeveron Inc.,1721484,CIK0001721484,LGVN
581,NATURAL ALTERNATIVES INTERNATIONAL INC,787253,CIK0000787253,NAII
582,BROOKFIELD BUSINESS CORPORATION,0001871130,CIK0001871130,BBUC
583,OPAL FUELS INC.,1842279,CIK0001842279,OPALW
584,OMEROS CORP,1285819,CIK0001285819,OMER
585,"BGSF, INC",1474903,CIK0001474903,BGSF
586,"MARKER THERAPEUTICS, INC.",1094038,CIK0001094038,MRKR
587,hopTo Inc.,1021435,CIK0001021435,HPTO
588,ONYX ACQUISITION CO. I,1849548,CIK0001849548,ONYXW
589,"KOIL ENERGY SOLUTIONS, INC.",1110607,CIK0001110607,DPDW
590,BLUE OWL CAPITAL CORPORATION,0001655888,CIK0001655888,ORCC
591,"CF INDUSTRIES HOLDINGS, INC.",1324404,CIK0001324404,CF
592,Connect Biopharma Holdings Limited,0001835268,CIK0001835268,CNTB
593,"Stellar Bancorp, Inc.",1473844,CIK0001473844,CBTX
594,"Touchpoint Group Holdings, Inc.",225211,CIK0000225211,TGHI
595,"Gaming and Leisure Properties, Inc.",1575965,CIK0001575965,GLPI
596,LADENBURG THALMANN FINANCIAL SERVICES INC.,1029730,CIK0001029730,LTSA
597,GLOBAL TECHNOLOGY ACQUISITION CORP. I,1848821,CIK0001848821,GTACW
598,First Northwest Bancorp,1556727,CIK0001556727,FNWB
599,"VMWARE, INC.",1124610,CIK0001124610,VMW
600,Biodexa Pharmaceuticals PLC,1643918,CIK0001643918,MTP
601,CRONA CORP.,1696411,CIK0001696411,CCCP
602,"HERON THERAPEUTICS, INC. /DE/",818033,CIK0000818033,HRTX
603,CONTINENTAL ENERGY CORP,852747,CIK0000852747,CPPXF
604,"THE DIXIE GROUP, INC",29332,CIK0000029332,DXYN
605,"SCORES HOLDING COMPANY, INC.",831489,CIK0000831489,SCRH
606,BIRKS GROUP INC.,1179821,CIK0001179821,BGI
607,CORCEPT THERAPEUTICS INC,1088856,CIK0001088856,CORT
608,"Arcadia Biosciences, Inc.",1469443,CIK0001469443,RKDA
609,PERDOCEO EDUCATION CORP,1046568,CIK0001046568,PRDO
610,AUDIOCODES LTD,1086434,CIK0001086434,AUDC
611,WINVEST GROUP LTD.,1558740,CIK0001558740,WNLV
612,BURFORD CAPITAL LIMITED,1714174,CIK0001714174,BUR
613,CORE LABORATORIES N.V.,1000229,CIK0001000229,CLB
614,NORFOLK SOUTHERN CORPORATION,702165,CIK0000702165,NSC
615,"SOBR SAFE, INC.",1425627,CIK0001425627,SOBR
616,"MONGODB, INC.",1441816,CIK0001441816,MDB
617,"NUVERA COMMUNICATIONS, INC.",71557,CIK0000071557,NUVR
618,First Northern Community Bancorp,1114927,CIK0001114927,FNRN
619,REAL BRANDS INC.,1084133,CIK0001084133,RLBD
620,Legend Biotech Corporation,1801198,CIK0001801198,LEGN
621,AMANASU TECHNO HOLDINGS CORPORATION,1168663,CIK0001168663,ANSU
622,RELX PLC,929869,CIK0000929869,RLXXF
623,"XINYUAN REAL ESTATE CO., LTD.",1398453,CIK0001398453,XIN
624,,0000786035,CIK0000786035,ASG
625,UCOMMUNE INTERNATIONAL LTD,1821424,CIK0001821424,UKOMW
626,,0000804123,CIK0000804123,TWN
627,"VROOM, INC.",1580864,CIK0001580864,VRM
628,"CULLMAN BANCORP, INC.",1845799,CIK0001845799,CULL
629,"EVO Transportation & Energy Services, Inc.",728447,CIK0000728447,EVOA
630,PROVIDENT ACQUISITION CORP.,1830531,CIK0001830531,PAQCW
631,"GLOBAL SELF STORAGE, INC.",1031235,CIK0001031235,SELF
632,INCYTE CORPORATION,879169,CIK0000879169,INCY
633,ICU MEDICAL INC/DE,883984,CIK0000883984,ICUI
634,"INDUSTRIAL TECH ACQUISITIONS II, INC.",0001841586,CIK0001841586,ITAQW
635,"UNIVERSAL TECHNICAL INSTITUTE, INC",1261654,CIK0001261654,UTI
636,"Satsuma Pharmaceuticals, Inc.",1692830,CIK0001692830,STSA
637,"Odonate Therapeutics, Inc.",1717452,CIK0001717452,ODTC
638,"Petros Pharmaceuticals, Inc.",1815903,CIK0001815903,PTPI
639,"NORTHWEST BIOTHERAPEUTICS, INC",1072379,CIK0001072379,NWBO
640,GENPACT LIMITED,1398659,CIK0001398659,G
641,Allego N.V.,0001874474,CIK0001874474,ALLG
642,Cyber Apps World Inc.,1230524,CIK0001230524,CYAP
643,NGL Energy Partners LP,1504461,CIK0001504461,NGL
644,,0001322436,CIK0001322436,ETV
645,Forward Pharma A/S,1604924,CIK0001604924,FWP
646,SADDLEBROOK RESORTS INC,313151,CIK0000313151,SADDP
647,KHOSLA VENTURES ACQUISITION CO. III,1846068,CIK0001846068,KVSC
648,"Cloudweb, Inc.",1619227,CIK0001619227,CLOW
649,GOLAR LNG PARTNERS LP,1415916,CIK0001415916,GMLPF
650,"SAKER AVIATION SERVICES, INC.",1128281,CIK0001128281,SKAS
651,monday.com Ltd.,0001845338,CIK0001845338,MNDY
652,ACME UNITED CORP,2098,CIK0000002098,ACU
653,Origin Agritech Limited,1321851,CIK0001321851,SEED
654,PEGASUS DIGITAL MOBILITY ACQUISITION CORP.,1861541,CIK0001861541,PGSS
655,TALON 1 ACQUISITION CORP.,0001860482,CIK0001860482,TOACW
656,"RB Global, Inc",1046102,CIK0001046102,RBA
657,"Aileron Therapeutics, Inc.",1420565,CIK0001420565,ALRN
658,"LEE ENTERPRISES, INC",58361,CIK0000058361,LEE
659,"Myers Industries, Inc.",69488,CIK0000069488,MYE
660,PHP Ventures Acquisition Corp.,1863460,CIK0001863460,PPHPW
661,Smith & Nephew plc,845982,CIK0000845982,SNNUF
662,,0001557915,CIK0001557915,NID
663,"F&G Annuities & Life, Inc.",0001934850,CIK0001934850,FG
664,,0000884152,CIK0000884152,VMO
665,The Bank of N.T. Butterfield & Son Limited,1653242,CIK0001653242,NTB
666,Booking Holdings Inc.,1075531,CIK0001075531,BKNG
667,LIQUID MEDIA GROUP LTD.,884247,CIK0000884247,YVR
668,DXC TECHNOLOGY COMPANY,1688568,CIK0001688568,DXC
669,UNITED STATES LIME & MINERALS INC,82020,CIK0000082020,USLM
670,"Intensity Therapeutics, Inc.",0001567264,CIK0001567264,INTS
671,Olo Inc.,1431695,CIK0001431695,OLO
672,RED METAL RESOURCES LTD.,1358654,CIK0001358654,RMESF
673,,0001564584,CIK0001564584,NIQ
674,"VERA BRADLEY, INC.",1495320,CIK0001495320,VRA
675,"IMAGE CHAIN GROUP LIMITED, INC.",1598924,CIK0001598924,ICGL
676,MECHEL PAO,1302362,CIK0001302362,MTL
677,OneWater Marine Inc.,1772921,CIK0001772921,ONEW
678,FIRST MINING GOLD CORP.,1641229,CIK0001641229,FFMGF
679,Neovasc Inc.,1399708,CIK0001399708,NVCN
680,Arqit Quantum Inc.,1859690,CIK0001859690,ARQQW
681,VIABUILT VENTURES INC.,1575975,CIK0001575975,VBVT
682,HIGHLAND TRANSCEND PARTNERS I CORP.,1828817,CIK0001828817,HTPA
683,"ADVANCED OXYGEN TECHNOLOGIES, INC.",352991,CIK0000352991,AOXY
684,GasLog Partners LP,1598655,CIK0001598655,GLOP
685,"PZENA INVESTMENT MANAGEMENT, INC.",1399249,CIK0001399249,PZN
686,Veeva Systems Inc.,1393052,CIK0001393052,VEEV
687,Informatica Inc.,1868778,CIK0001868778,INFA
688,QLY BIOTECH GROUP CORP.,1787123,CIK0001787123,LQLY
689,NATIONAL ENERGY SERVICES REUNITED CORP.,1698514,CIK0001698514,NESRW
690,SOUTHWEST AIRLINES CO.,92380,CIK0000092380,LUV
691,Golden Sun Health Technology Group Ltd,0001826376,CIK0001826376,GSUN
692,"KINETA, INC./DE",1445283,CIK0001445283,YMTX
693,"Benefitfocus, Inc.",1576169,CIK0001576169,BNFT
694,"Air Transport Services Group, Inc.",894081,CIK0000894081,ATSG
695,"RENT THE RUNWAY, INC.",1468327,CIK0001468327,RENT
696,"UPEXI, INC.",1775194,CIK0001775194,UPXI
697,"INTERCEPT PHARMACEUTICALS, INC.",1270073,CIK0001270073,ICPT
698,Ovintiv Inc.,1792580,CIK0001792580,OVV
699,VICOR CORPORATION,751978,CIK0000751978,VICR
700,Calliditas Therapeutics AB,1795579,CIK0001795579,CALT
701,Eltek Ltd.,1024672,CIK0001024672,ELTK
702,"SIGMATRON INTERNATIONAL, INC.",915358,CIK0000915358,SGMA
703,Weber Inc.,1857951,CIK0001857951,WEBR
704,IG Acquisition Corp.,1819496,CIK0001819496,IGACW
705,SIRIUS XM HOLDINGS INC.,908937,CIK0000908937,SIRI
706,GLASS HOUSES ACQUISITION CORP.,1841734,CIK0001841734,GLHAW
707,"GAIA, INC",1089872,CIK0001089872,GAIA
708,"NUVECTIS PHARMA, INC.",0001875558,CIK0001875558,NVCT
709,TRIMAS CORPORATION,842633,CIK0000842633,TRS
710,CENTRAL GARDEN & PET CO,887733,CIK0000887733,CENTA
711,Vy Global Growth,1822877,CIK0001822877,VYGG
712,"TRACON Pharmaceuticals, Inc.",1394319,CIK0001394319,TCON
713,"AAON, INC.",824142,CIK0000824142,AAON
714,PORTLAND GENERAL ELECTRIC COMPANY,784977,CIK0000784977,POR
715,Warburg Pincus Capital Corporation I-B,1836074,CIK0001836074,WPCB
716,AMERICAN NOBLE GAS INC,822746,CIK0000822746,IFNY
717,Invesco CurrencyShares® British Pound Sterling Trust,1353611,CIK0001353611,FXB
718,NEOGAMES S.A.,1821349,CIK0001821349,NGMS
719,TRANS GLOBAL GROUP INC.,0001891791,CIK0001891791,TGGI
720,ING GROEP NV,1039765,CIK0001039765,INGVF
721,WIPRO LIMITED,1123799,CIK0001123799,WIT
722,"Ring Energy, Inc.",1384195,CIK0001384195,REI
723,V. F. CORPORATION,103379,CIK0000103379,VFC
724,"ASTRA SPACE, INC.",1814329,CIK0001814329,ASTR
725,ePlus inc.,1022408,CIK0001022408,PLUS
726,ZYMEWORKS INC.,1403752,CIK0001403752,ZYME
727,Focus Financial Partners Inc.,1651052,CIK0001651052,FOCS
728,"BETTER THERAPEUTICS, INC.",1832415,CIK0001832415,BTTX
729,"RANGER ENERGY SERVICES, INC.",1699039,CIK0001699039,RNGR
730,"TENAX THERAPEUTICS, INC.",34956,CIK0000034956,TENX
731,Titan Medical Inc.,840551,CIK0000840551,TMDI
732,Sierra Metals Inc.,1705259,CIK0001705259,SMTS
733,CACI International Inc,16058,CIK0000016058,CACI
734,"U.S. Silica Holdings, Inc.",1524741,CIK0001524741,SLCA
735,"THC THERAPEUTICS, INC.",1404935,CIK0001404935,THCT
736,"EVI Industries, Inc.",65312,CIK0000065312,EVI
737,"FRANKLIN ELECTRIC CO., INC.",38725,CIK0000038725,FELE
738,"NEWHYDROGEN, INC.",1371128,CIK0001371128,NEWH
739,"PLASTIC2OIL, INC.",1381105,CIK0001381105,PTOI
740,LIMINAL BIOSCIENCES INC.,1351172,CIK0001351172,LMNL
741,"Cartesian Therapeutics, Inc.",1453687,CIK0001453687,SELB
742,"EOS ENERGY ENTERPRISES, INC.",1805077,CIK0001805077,EOSEW
743,"EyePoint Pharmaceuticals, Inc.",1314102,CIK0001314102,EYPT
744,"INTERDIGITAL, INC.",1405495,CIK0001405495,IDCC
745,AULT DISRUPTIVE TECHNOLOGIES CORPORATION,0001864032,CIK0001864032,ADRT
746,trivago N.V.,1683825,CIK0001683825,TRVG
747,GREEN HYGIENICS HOLDINGS INC.,1443388,CIK0001443388,GRYN
748,AT&T INC.,732717,CIK0000732717,TBC
749,,0001395325,CIK0001395325,ETJ
750,"UNIQUE FABRICATING, INC.",1617669,CIK0001617669,UFAB
751,DELUXE CORPORATION,27996,CIK0000027996,DLX
752,ARCELORMITTAL,1243429,CIK0001243429,MTCN
753,PACIFICORP,75594,CIK0000075594,PPWLO
754,ARTHUR J. GALLAGHER & CO.,354190,CIK0000354190,AJG
755,SINO GREEN LAND CORPORATION,1433551,CIK0001433551,SGLA
756,BIOTECH ACQUISITION COMPANY,1825413,CIK0001825413,BIOTW
757,Ciena Corp,936395,CIK0000936395,CIEN
758,"Evelo Biosciences, Inc.",1694665,CIK0001694665,EVLO
759,ADVANTEGO CORPORATION,869531,CIK0000869531,ADGO
760,"Alector, Inc.",1653087,CIK0001653087,ALEC
761,MATTHEWS INTERNATIONAL CORP,63296,CIK0000063296,MATW
762,RENASANT CORP,715072,CIK0000715072,RNST
763,"Orchid Island Capital, Inc.",1518621,CIK0001518621,ORC
764,,0000868578,CIK0000868578,PFD
765,"FLEXSHOPPER, INC.",1397047,CIK0001397047,FPAY
766,Concord Acquisition Corp III,1851961,CIK0001851961,CNDB
767,"C4 Therapeutics, Inc.",1662579,CIK0001662579,CCCC
768,"VEMANTI GROUP, INC.",1605057,CIK0001605057,VMNT
769,AGCO CORP /DE,880266,CIK0000880266,AGCO
770,Industrias Bachoco S.A.B. de C.V.,1044896,CIK0001044896,IDBHF
771,Bally’s Corporation,1747079,CIK0001747079,BALY
772,"Shinhan Financial Group Co., Ltd.",1263043,CIK0001263043,SHG
773,RIVER FINANCIAL CORPORATION,1641601,CIK0001641601,RVRF
774,ALL FOR ONE MEDIA CORP.,1286459,CIK0001286459,AFOM
775,COGNEX CORP,851205,CIK0000851205,CGNX
776,"AVROBIO, INC.",1681087,CIK0001681087,AVRO
777,"MyMD Pharmaceuticals, Inc.",1321834,CIK0001321834,MYMD
778,"Moderna, Inc.",1682852,CIK0001682852,MRNA
779,Bit Origin Ltd,1735556,CIK0001735556,BTOG
780,"Allbirds, Inc.",1653909,CIK0001653909,BIRD
781,"CHURCH & DWIGHT CO., INC.",313927,CIK0000313927,CHD
782,Eterna Therapeutics Inc.,748592,CIK0000748592,BTX
783,SEAFARER EXPLORATION CORP.,1106213,CIK0001106213,SFRX
784,AbCellera Biologics Inc.,1703057,CIK0001703057,ABCL
785,"Surgery Partners, Inc.",1638833,CIK0001638833,SGRY
786,Repare Therapeutics Inc.,1808158,CIK0001808158,RPTX
787,Viavi Solutions Inc.,912093,CIK0000912093,VIAV
788,"DT Midstream, Inc.",1842022,CIK0001842022,DTM
789,TuSimple Holdings Inc.,1823593,CIK0001823593,TSP
790,DURECT CORP,1082038,CIK0001082038,DRRX
791,"Northstar Electronics, Inc",1082027,CIK0001082027,NEIK
792,LATAM Airlines Group S.A.,1047716,CIK0001047716,LTMAQ
793,SKYX PLATFORMS CORP.,1598981,CIK0001598981,SKYX
794,PRINCETON CAPITAL CORPORATION,0000845385,CIK0000845385,PIAC
795,"OPENLANE, Inc.",1395942,CIK0001395942,KAR
796,"GREENPLEX SERVICES, INC.",1472998,CIK0001472998,GRPX
797,C5 Acquisition Corporation,0001856242,CIK0001856242,CXAC
798,Ryanair Holdings plc,1038683,CIK0001038683,RYAOF
799,RIGEL PHARMACEUTICALS INC,1034842,CIK0001034842,RIGL
800,"AMEDISYS, INC.",896262,CIK0000896262,AMED
801,"ConnectOne Bancorp, Inc.",712771,CIK0000712771,CNOBP
802,Sustainable Projects Group Inc.,1500305,CIK0001500305,SPGX
803,Grayscale Stellar Lumens Trust (XLM),0001761325,CIK0001761325,GXLM
804,ASCENDANT DIGITAL ACQUISITION CORP. III,0001850316,CIK0001850316,ACDI
805,Spotify Technology S.A.,1639920,CIK0001639920,SPOT
806,Canna-Global Acquisition Corp,0001867443,CIK0001867443,CNGLW
807,HEALTHIER CHOICES MANAGEMENT CORP.,844856,CIK0000844856,HCMC
808,"PROG HOLDINGS, INC.",1808834,CIK0001808834,PRG
809,HESTIA INSIGHT INC.,1813603,CIK0001813603,HSTA
810,Warby Parker Inc.,1504776,CIK0001504776,WRBY
811,VAALCO ENERGY INC /DE/,894627,CIK0000894627,EGY
812,"ARMA SERVICES, INC.",1625285,CIK0001625285,ARMV
813,"9 METERS BIOPHARMA, INC.",1551986,CIK0001551986,NMTR
814,"MDwerks, Inc.",1295514,CIK0001295514,MDWK
815,"LINKBANCORP, Inc.",1756701,CIK0001756701,LNKB
